Order_ID,Product,Order_Date,Delivered_Date,RTO_Initiated_Date,Delivery_Status,City,State,Quantity,Order_Value
102454,Laptop,28-09-2024,02-10-2024,,Delivered,Hyderabad,Telangana,2,34319
103645,Watch,14-08-2024,18-08-2024,,Delivered,Chennai,Delhi,4,48893
100804,Headphones,17-11-2024,30-11-2024,,Delivered,Bengaluru,Delhi,3,17200
102731,Shoes,12-01-2024,,14-01-2024,RTO,Hyderabad,Karnataka,3,19847
102773,Backpack,02-04-2024,08-04-2024,,Delivered,Bengaluru,Delhi,1,6125
101570,Shoes,25-11-2024,08-12-2024,,Delivered,Pune,Tamil Nadu,4,8653
102690,Backpack,08-07-2024,20-07-2024,,Delivered,Bengaluru,Maharashtra,1,35990
103840,Laptop,26-03-2024,,,Cancelled,Chennai,Telangana,4,10307
101028,Backpack,19-12-2024,31-12-2024,,Delivered,Pune,Tamil Nadu,1,23630
100502,Backpack,03-10-2024,15-10-2024,,Delivered,Pune,Tamil Nadu,1,36485
104493,Laptop,19-10-2024,25-10-2024,,Delivered,Delhi,Maharashtra,2,26363
100870,Shoes,17-09-2024,18-09-2024,,Delivered,Hyderabad,Telangana,3,26799
104488,Backpack,16-07-2024,,18-07-2024,RTO,Chennai,Maharashtra,4,3244
100206,Laptop,18-11-2024,25-11-2024,,Delivered,Hyderabad,Telangana,2,15863
101484,Watch,10-01-2024,11-01-2024,,Delivered,Chennai,Maharashtra,1,3053
100863,Watch,28-03-2024,29-03-2024,,Delivered,Mumbai,Karnataka,1,36339
102790,Laptop,05-12-2024,11-12-2024,,Delivered,Bengaluru,Maharashtra,2,6821
100563,Watch,13-11-2024,,15-11-2024,RTO,Bengaluru,Telangana,1,35518
104191,Watch,06-02-2024,13-02-2024,,Delivered,Hyderabad,Delhi,2,45660
101757,Watch,10-08-2024,16-08-2024,,Delivered,Bengaluru,Delhi,4,13202
101678,Watch,23-06-2024,,25-06-2024,RTO,Delhi,Tamil Nadu,1,13590
103242,Headphones,27-07-2024,,29-07-2024,RTO,Mumbai,Telangana,1,39834
104636,Backpack,18-02-2024,20-02-2024,,Delivered,Hyderabad,Tamil Nadu,1,42246
101059,Headphones,24-01-2024,30-01-2024,,Delivered,Hyderabad,Telangana,3,3521
101722,Mobile,03-12-2024,12-12-2024,,Delivered,Chennai,Karnataka,3,34871
103314,Laptop,15-04-2024,19-04-2024,,Delivered,Bengaluru,Maharashtra,3,24400
103157,Shoes,06-11-2024,08-11-2024,,Delivered,Bengaluru,Karnataka,3,42628
102625,Shoes,19-09-2024,,21-09-2024,RTO,Delhi,Karnataka,2,17683
102729,Laptop,24-07-2024,,26-07-2024,RTO,Chennai,Delhi,1,7316
101597,Laptop,17-06-2024,25-06-2024,,Delivered,Mumbai,Tamil Nadu,4,9724
103060,Backpack,06-06-2024,13-06-2024,,Delivered,Chennai,Tamil Nadu,2,32979
102693,Headphones,28-08-2024,05-09-2024,,Delivered,Pune,Tamil Nadu,1,5509
104891,Watch,02-05-2024,,,Cancelled,Hyderabad,Telangana,3,2303
103627,Backpack,20-01-2024,,22-01-2024,RTO,Mumbai,Karnataka,2,25152
101363,Mobile,25-02-2024,09-03-2024,,Delivered,Mumbai,Tamil Nadu,3,36474
101981,Laptop,06-10-2024,09-10-2024,,Delivered,Hyderabad,Tamil Nadu,1,14646
101663,Watch,17-04-2024,,19-04-2024,RTO,Mumbai,Telangana,2,14224
101529,Laptop,19-05-2024,,21-05-2024,RTO,Mumbai,Maharashtra,4,15888
102038,Laptop,31-03-2024,14-04-2024,,Delivered,Mumbai,Delhi,1,8191
103302,Laptop,27-09-2024,04-10-2024,,Delivered,Mumbai,Tamil Nadu,3,49371
102237,Watch,24-11-2024,07-12-2024,,Delivered,Hyderabad,Tamil Nadu,4,1916
101306,Headphones,28-07-2024,11-08-2024,,Delivered,Delhi,Delhi,3,3808
104029,Laptop,24-06-2024,,26-06-2024,RTO,Mumbai,Delhi,3,12813
102675,Backpack,01-03-2024,,03-03-2024,RTO,Hyderabad,Telangana,4,49515
101282,Laptop,10-10-2024,,12-10-2024,RTO,Mumbai,Delhi,3,46378
100709,Mobile,03-01-2024,10-01-2024,,Delivered,Chennai,Karnataka,1,36085
104744,Backpack,28-09-2024,09-10-2024,,Delivered,Hyderabad,Delhi,4,15015
104413,Mobile,12-06-2024,14-06-2024,,Delivered,Chennai,Telangana,1,9274
103748,Shoes,09-01-2024,,11-01-2024,RTO,Hyderabad,Tamil Nadu,4,42465
104779,Backpack,12-01-2024,25-01-2024,,Delivered,Chennai,Telangana,2,46332
100663,Backpack,14-03-2024,23-03-2024,,Delivered,Pune,Telangana,3,38265
101998,Watch,25-08-2024,04-09-2024,,Delivered,Hyderabad,Karnataka,4,32689
103445,Shoes,26-10-2024,,28-10-2024,RTO,Hyderabad,Karnataka,3,43170
103743,Backpack,17-04-2024,21-04-2024,,Delivered,Hyderabad,Delhi,3,44466
101495,Headphones,13-01-2024,23-01-2024,,Delivered,Bengaluru,Maharashtra,1,18097
103304,Backpack,21-08-2024,03-09-2024,,Delivered,Chennai,Karnataka,4,37979
103763,Watch,01-09-2024,05-09-2024,,Delivered,Bengaluru,Tamil Nadu,2,14962
101853,Mobile,16-11-2024,28-11-2024,,Delivered,Hyderabad,Maharashtra,1,27619
104659,Laptop,01-04-2024,06-04-2024,,Delivered,Pune,Tamil Nadu,3,46727
101291,Backpack,25-12-2024,08-01-2025,,Delivered,Mumbai,Delhi,1,30217
103581,Laptop,16-07-2024,27-07-2024,,Delivered,Hyderabad,Maharashtra,3,43632
103457,Headphones,25-04-2024,,,Cancelled,Mumbai,Delhi,3,26064
101636,Mobile,10-05-2024,17-05-2024,,Delivered,Delhi,Maharashtra,2,14168
103696,Headphones,30-12-2024,,01-01-2025,RTO,Mumbai,Telangana,2,12363
102999,Watch,01-06-2024,15-06-2024,,Delivered,Mumbai,Maharashtra,1,16317
103152,Watch,30-04-2024,14-05-2024,,Delivered,Chennai,Delhi,1,28064
100698,Headphones,17-04-2024,27-04-2024,,Delivered,Delhi,Delhi,2,8415
102160,Watch,16-01-2024,,,Cancelled,Mumbai,Karnataka,3,11821
104097,Backpack,25-10-2024,,27-10-2024,RTO,Delhi,Delhi,3,23120
104737,Watch,25-02-2024,03-03-2024,,Delivered,Hyderabad,Delhi,4,20236
100854,Laptop,12-04-2024,,14-04-2024,RTO,Bengaluru,Telangana,2,43509
103474,Mobile,26-07-2024,28-07-2024,,Delivered,Mumbai,Maharashtra,4,48996
101707,Mobile,30-05-2024,,01-06-2024,RTO,Chennai,Maharashtra,1,15360
102777,Watch,18-09-2024,26-09-2024,,Delivered,Mumbai,Karnataka,4,11463
101733,Shoes,12-02-2024,16-02-2024,,Delivered,Chennai,Telangana,4,9242
104931,Headphones,26-10-2024,03-11-2024,,Delivered,Mumbai,Tamil Nadu,2,12871
103510,Headphones,27-04-2024,09-05-2024,,Delivered,Pune,Karnataka,3,10360
100202,Watch,01-12-2024,06-12-2024,,Delivered,Chennai,Maharashtra,3,48599
103255,Backpack,05-10-2024,,,Cancelled,Mumbai,Tamil Nadu,4,43565
104218,Headphones,23-05-2024,26-05-2024,,Delivered,Bengaluru,Karnataka,4,40556
104496,Headphones,15-08-2024,,17-08-2024,RTO,Hyderabad,Telangana,2,32299
100766,Laptop,22-07-2024,03-08-2024,,Delivered,Bengaluru,Karnataka,3,2866
104389,Backpack,16-08-2024,,18-08-2024,RTO,Mumbai,Karnataka,4,49456
102327,Watch,21-09-2024,,23-09-2024,RTO,Chennai,Maharashtra,1,44772
102931,Backpack,16-05-2024,29-05-2024,,Delivered,Mumbai,Tamil Nadu,4,41488
100197,Shoes,27-08-2024,02-09-2024,,Delivered,Pune,Delhi,1,14519
101930,Watch,04-07-2024,05-07-2024,,Delivered,Bengaluru,Karnataka,4,36830
103582,Backpack,10-11-2024,,12-11-2024,RTO,Bengaluru,Telangana,2,20910
100608,Mobile,30-05-2024,13-06-2024,,Delivered,Mumbai,Delhi,4,47570
103272,Watch,20-11-2024,02-12-2024,,Delivered,Delhi,Telangana,1,28720
101147,Backpack,17-10-2024,22-10-2024,,Delivered,Hyderabad,Telangana,3,2705
104282,Mobile,18-12-2024,01-01-2025,,Delivered,Mumbai,Telangana,2,46297
103397,Mobile,19-04-2024,24-04-2024,,Delivered,Pune,Karnataka,4,29354
102511,Shoes,09-02-2024,17-02-2024,,Delivered,Delhi,Karnataka,2,34507
101794,Watch,21-05-2024,28-05-2024,,Delivered,Chennai,Karnataka,4,23197
100659,Shoes,05-12-2024,,,Cancelled,Chennai,Telangana,4,35329
102811,Shoes,13-01-2024,,,Cancelled,Bengaluru,Karnataka,4,7021
101369,Headphones,22-02-2024,,24-02-2024,RTO,Bengaluru,Delhi,3,23674
101986,Laptop,20-03-2024,02-04-2024,,Delivered,Hyderabad,Maharashtra,3,43667
100146,Shoes,20-08-2024,,22-08-2024,RTO,Chennai,Tamil Nadu,4,33550
103219,Watch,16-12-2024,30-12-2024,,Delivered,Bengaluru,Karnataka,1,3183
102911,Mobile,08-02-2024,09-02-2024,,Delivered,Mumbai,Maharashtra,3,22663
101734,Shoes,14-08-2024,28-08-2024,,Delivered,Pune,Delhi,4,34802
101843,Backpack,05-12-2024,12-12-2024,,Delivered,Bengaluru,Tamil Nadu,2,31704
100488,Backpack,30-04-2024,09-05-2024,,Delivered,Delhi,Delhi,4,1371
102976,Mobile,05-03-2024,,07-03-2024,RTO,Hyderabad,Maharashtra,2,6733
101959,Laptop,22-10-2024,01-11-2024,,Delivered,Hyderabad,Delhi,4,42412
102385,Backpack,23-07-2024,30-07-2024,,Delivered,Bengaluru,Karnataka,1,27537
102919,Watch,14-05-2024,27-05-2024,,Delivered,Bengaluru,Tamil Nadu,3,12818
104736,Laptop,14-02-2024,,16-02-2024,RTO,Hyderabad,Telangana,3,48277
101802,Backpack,04-10-2024,,06-10-2024,RTO,Delhi,Maharashtra,3,22768
104061,Shoes,14-05-2024,21-05-2024,,Delivered,Bengaluru,Telangana,4,19919
103369,Backpack,21-02-2024,02-03-2024,,Delivered,Pune,Delhi,2,21438
100262,Watch,16-08-2024,,,Cancelled,Delhi,Karnataka,3,40594
100623,Mobile,21-12-2024,,23-12-2024,RTO,Hyderabad,Karnataka,3,46374
101016,Laptop,08-03-2024,,10-03-2024,RTO,Delhi,Tamil Nadu,3,20221
103643,Backpack,16-07-2024,21-07-2024,,Delivered,Pune,Delhi,2,17372
104976,Headphones,07-03-2024,20-03-2024,,Delivered,Hyderabad,Maharashtra,1,11239
102049,Headphones,03-01-2024,11-01-2024,,Delivered,Pune,Tamil Nadu,2,36622
103723,Mobile,27-02-2024,,29-02-2024,RTO,Pune,Karnataka,3,17686
104548,Backpack,12-09-2024,16-09-2024,,Delivered,Delhi,Telangana,1,32491
103108,Watch,21-12-2024,31-12-2024,,Delivered,Mumbai,Delhi,1,4021
104090,Shoes,21-09-2024,,,Cancelled,Bengaluru,Delhi,3,10976
102056,Laptop,16-01-2024,21-01-2024,,Delivered,Hyderabad,Tamil Nadu,1,45645
103170,Laptop,24-09-2024,28-09-2024,,Delivered,Hyderabad,Maharashtra,3,3932
101682,Mobile,11-04-2024,15-04-2024,,Delivered,Pune,Maharashtra,3,44000
102255,Backpack,13-10-2024,14-10-2024,,Delivered,Mumbai,Telangana,1,40180
101154,Laptop,09-08-2024,,11-08-2024,RTO,Bengaluru,Maharashtra,1,22674
104499,Backpack,21-01-2024,24-01-2024,,Delivered,Delhi,Delhi,3,11131
103191,Backpack,21-01-2024,29-01-2024,,Delivered,Hyderabad,Delhi,3,24852
101696,Shoes,01-04-2024,14-04-2024,,Delivered,Delhi,Maharashtra,4,12387
103991,Watch,10-10-2024,16-10-2024,,Delivered,Mumbai,Delhi,3,30883
104723,Mobile,12-05-2024,18-05-2024,,Delivered,Hyderabad,Delhi,3,13859
104682,Headphones,22-11-2024,03-12-2024,,Delivered,Hyderabad,Delhi,1,14441
101648,Headphones,24-11-2024,30-11-2024,,Delivered,Pune,Telangana,1,22647
101445,Watch,23-06-2024,01-07-2024,,Delivered,Hyderabad,Telangana,2,37157
104199,Shoes,31-07-2024,05-08-2024,,Delivered,Delhi,Telangana,4,47080
103923,Shoes,27-05-2024,30-05-2024,,Delivered,Pune,Tamil Nadu,2,15843
100253,Backpack,19-08-2024,,21-08-2024,RTO,Pune,Telangana,1,9972
103183,Laptop,13-06-2024,25-06-2024,,Delivered,Delhi,Tamil Nadu,2,30609
102557,Headphones,09-11-2024,,11-11-2024,RTO,Hyderabad,Maharashtra,4,3671
100098,Mobile,24-05-2024,03-06-2024,,Delivered,Mumbai,Telangana,4,21801
102200,Mobile,24-10-2024,,26-10-2024,RTO,Hyderabad,Tamil Nadu,1,12418
102961,Laptop,10-08-2024,13-08-2024,,Delivered,Chennai,Telangana,3,35950
104973,Headphones,18-12-2024,30-12-2024,,Delivered,Hyderabad,Maharashtra,1,4840
104433,Headphones,02-03-2024,10-03-2024,,Delivered,Pune,Tamil Nadu,4,38877
103777,Mobile,05-04-2024,,07-04-2024,RTO,Bengaluru,Tamil Nadu,2,6752
102869,Backpack,21-04-2024,04-05-2024,,Delivered,Pune,Karnataka,1,29145
103234,Headphones,27-03-2024,06-04-2024,,Delivered,Chennai,Maharashtra,2,23294
103791,Backpack,11-09-2024,,,Cancelled,Chennai,Tamil Nadu,2,49139
100956,Shoes,22-04-2024,,24-04-2024,RTO,Hyderabad,Karnataka,4,44980
104067,Shoes,10-09-2024,23-09-2024,,Delivered,Pune,Delhi,1,49160
100160,Backpack,13-12-2024,,15-12-2024,RTO,Mumbai,Tamil Nadu,3,1927
104493,Headphones,17-11-2024,30-11-2024,,Delivered,Mumbai,Maharashtra,4,6205
101300,Backpack,01-02-2024,,03-02-2024,RTO,Chennai,Maharashtra,2,46719
104911,Shoes,04-03-2024,12-03-2024,,Delivered,Pune,Tamil Nadu,2,36269
103987,Laptop,02-06-2024,,04-06-2024,RTO,Delhi,Tamil Nadu,4,25342
101527,Mobile,05-01-2024,,,Cancelled,Bengaluru,Maharashtra,2,15049
101218,Backpack,25-11-2024,27-11-2024,,Delivered,Bengaluru,Karnataka,4,3096
104496,Laptop,28-07-2024,01-08-2024,,Delivered,Bengaluru,Karnataka,1,41233
104735,Backpack,01-04-2024,09-04-2024,,Delivered,Delhi,Telangana,3,47867
103104,Backpack,09-08-2024,22-08-2024,,Delivered,Bengaluru,Telangana,4,24208
102735,Watch,08-07-2024,20-07-2024,,Delivered,Delhi,Tamil Nadu,4,7644
104555,Watch,29-02-2024,11-03-2024,,Delivered,Mumbai,Tamil Nadu,1,1772
100954,Shoes,23-07-2024,29-07-2024,,Delivered,Bengaluru,Delhi,2,11702
104565,Headphones,30-07-2024,12-08-2024,,Delivered,Delhi,Delhi,1,19028
103446,Backpack,14-09-2024,,16-09-2024,RTO,Delhi,Telangana,1,4828
101045,Backpack,29-03-2024,,31-03-2024,RTO,Bengaluru,Telangana,1,12386
101693,Laptop,23-08-2024,29-08-2024,,Delivered,Hyderabad,Tamil Nadu,1,32502
103436,Mobile,28-12-2024,02-01-2025,,Delivered,Chennai,Karnataka,2,2482
100562,Shoes,27-11-2024,08-12-2024,,Delivered,Chennai,Karnataka,4,13671
102485,Shoes,14-07-2024,20-07-2024,,Delivered,Delhi,Delhi,4,37408
103354,Headphones,27-11-2024,30-11-2024,,Delivered,Pune,Karnataka,3,20985
100225,Shoes,01-07-2024,06-07-2024,,Delivered,Mumbai,Karnataka,2,33985
104893,Shoes,07-09-2024,10-09-2024,,Delivered,Pune,Delhi,1,21329
100959,Laptop,11-08-2024,13-08-2024,,Delivered,Pune,Telangana,2,26540
104548,Shoes,19-06-2024,30-06-2024,,Delivered,Chennai,Maharashtra,2,49364
103067,Shoes,16-07-2024,,18-07-2024,RTO,Hyderabad,Maharashtra,1,539
100815,Shoes,05-09-2024,,07-09-2024,RTO,Bengaluru,Telangana,2,34694
104754,Headphones,29-06-2024,01-07-2024,,Delivered,Mumbai,Tamil Nadu,2,16551
104642,Laptop,03-10-2024,05-10-2024,,Delivered,Chennai,Maharashtra,1,6716
103120,Backpack,01-10-2024,,03-10-2024,RTO,Bengaluru,Tamil Nadu,4,49072
100016,Laptop,09-06-2024,13-06-2024,,Delivered,Bengaluru,Telangana,2,45135
101243,Laptop,04-09-2024,06-09-2024,,Delivered,Bengaluru,Delhi,1,3914
102205,Shoes,14-11-2024,28-11-2024,,Delivered,Mumbai,Telangana,3,49675
102524,Laptop,06-07-2024,,,Cancelled,Bengaluru,Maharashtra,3,43168
101069,Mobile,19-01-2024,,21-01-2024,RTO,Pune,Tamil Nadu,2,18650
103444,Watch,31-08-2024,09-09-2024,,Delivered,Delhi,Telangana,2,15324
102565,Headphones,22-04-2024,,24-04-2024,RTO,Mumbai,Karnataka,3,34056
101060,Watch,04-10-2024,07-10-2024,,Delivered,Chennai,Telangana,2,24820
102327,Watch,20-02-2024,03-03-2024,,Delivered,Chennai,Telangana,4,39496
103420,Backpack,09-12-2024,14-12-2024,,Delivered,Mumbai,Maharashtra,3,40636
100301,Mobile,02-05-2024,,04-05-2024,RTO,Delhi,Karnataka,2,6635
104276,Laptop,25-08-2024,08-09-2024,,Delivered,Mumbai,Tamil Nadu,4,26497
100606,Backpack,14-11-2024,27-11-2024,,Delivered,Pune,Karnataka,1,30142
103170,Backpack,02-03-2024,,,Cancelled,Hyderabad,Karnataka,2,36301
100699,Mobile,14-03-2024,24-03-2024,,Delivered,Hyderabad,Karnataka,4,15240
101139,Backpack,01-09-2024,15-09-2024,,Delivered,Mumbai,Karnataka,3,16901
100190,Shoes,01-02-2024,,03-02-2024,RTO,Bengaluru,Delhi,3,15182
102300,Watch,01-06-2024,,,Cancelled,Bengaluru,Tamil Nadu,3,47777
100980,Shoes,23-05-2024,,,Cancelled,Mumbai,Karnataka,2,45492
102975,Shoes,15-01-2024,,17-01-2024,RTO,Bengaluru,Maharashtra,3,13114
101184,Watch,30-10-2024,,01-11-2024,RTO,Bengaluru,Maharashtra,3,37926
103327,Headphones,30-09-2024,,,Cancelled,Mumbai,Delhi,4,47155
103394,Laptop,01-09-2024,,03-09-2024,RTO,Delhi,Delhi,1,20396
100127,Headphones,05-10-2024,18-10-2024,,Delivered,Bengaluru,Tamil Nadu,1,1522
102065,Shoes,24-02-2024,04-03-2024,,Delivered,Chennai,Telangana,2,37837
101816,Backpack,11-02-2024,,13-02-2024,RTO,Delhi,Karnataka,3,1997
100569,Watch,24-12-2024,04-01-2025,,Delivered,Mumbai,Tamil Nadu,3,28147
101895,Shoes,21-02-2024,,,Cancelled,Delhi,Telangana,1,13451
102733,Watch,11-01-2024,13-01-2024,,Delivered,Hyderabad,Karnataka,4,25462
103863,Mobile,06-11-2024,,,Cancelled,Chennai,Delhi,1,1402
104721,Watch,28-03-2024,,,Cancelled,Pune,Tamil Nadu,3,21303
104014,Laptop,14-08-2024,28-08-2024,,Delivered,Hyderabad,Telangana,2,17888
